,victim_name,victim_race,victim_gender,lynch_date,year,lynch_location,source,latitude,longitude,search_url
2592,louis bush,black,male,1893-04-05,1893,"bennettsville, rapides parish, louisiana",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=louis+bush&andtext=&dateFilterType=yearRange&page=1&sort=date
2593,henry capus,black,male,1894-06-22,1894,"magnolia, columbia county, arkansas",tolnay-beck,33.2670725,-93.2393341,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+capus&andtext=&dateFilterType=yearRange&page=1&sort=date
2594,alfred davis,black,male,1894-01-04,1894,"lonoke county, arkansas",tolnay-beck,34.7414404,-91.862792,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=alfred+davis&andtext=&dateFilterType=yearRange&page=1&sort=date
2595,owen ogletree,black,male,1894-06-16,1894,"forsyth, monroe county, georgia",tolnay-beck,33.0344998,-83.9389018,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=owen+ogletree&andtext=&dateFilterType=yearRange&page=1&sort=date
2596,samuel smith,black,male,1894-01-08,1894,"greenville, butler county, alabama",tolnay-beck,31.8295972,-86.6177517,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=samuel+smith&andtext=&dateFilterType=yearRange&page=1&sort=date
2597,samuel slaughter jr,black,male,1894-04-22,1894,"tallulah, madison parish, louisiana",tolnay-beck,32.4084539,-91.1869112,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=samuel+slaughter+jr&andtext=&dateFilterType=yearRange&page=1&sort=date
2598,thomas black,black,male,1894-04-22,1894,"tuscumbia, colbert county, alabama",tolnay-beck,34.7312005,-87.70253,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+black&andtext=&dateFilterType=yearRange&page=1&sort=date
2599,thomas claxton,black,male,1894-04-22,1894,"tallulah, madison parish, louisiana",tolnay-beck,32.4084539,-91.1869112,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+claxton&andtext=&dateFilterType=yearRange&page=1&sort=date
2600,tony johnson,black,male,1894-04-22,1894,"tuscumbia, colbert county, alabama",tolnay-beck,34.7312005,-87.70253,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=tony+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
2601,pomp claxton,black,male,1894-04-27,1894,"crescent place, madison parish, louisiana",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=pomp+claxton&andtext=&dateFilterType=yearRange&page=1&sort=date
2602,scott harvey,black,male,1894-04-27,1894,"crescent place, madison parish, louisiana",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=scott+harvey&andtext=&dateFilterType=yearRange&page=1&sort=date
2603,shell claxton,black,male,1894-04-27,1894,"crescent place, madison parish, louisiana",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=shell+claxton&andtext=&dateFilterType=yearRange&page=1&sort=date
2604,fayette franklin,black,male,1894-06-24,1894,"pelham, mitchell county, georgia",tolnay-beck,31.1276849,-84.1518466,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=fayette+franklin&andtext=&dateFilterType=yearRange&page=1&sort=date
2605,tony mccoy,black,male,1894-04-27,1894,"crescent place, madison parish, louisiana",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=tony+mccoy&andtext=&dateFilterType=yearRange&page=1&sort=date
2606,amos hicks,black,male,1894-05-04,1894,"rocky springs, claiborne county, mississippi",tolnay-beck,32.0887654,-90.8151029,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=amos+hicks&andtext=&dateFilterType=yearRange&page=1&sort=date
2607,coot williams,black,male,1894-05-13,1894,"welborn, suwannee county, florida",tolnay-beck,30.22823045,-82.81917541846825,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=coot+williams&andtext=&dateFilterType=yearRange&page=1&sort=date
2608,spencer atkins,white,male,1894-05-13,1894,"vernon, lamar county, alabama",tolnay-beck,33.7570541,-88.1089185,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=spencer+atkins&andtext=&dateFilterType=yearRange&page=1&sort=date
2609,samuel wood,black,male,1894-05-14,1894,"gate city, scott county, virginia",tolnay-beck,36.6378774,-82.5809876,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=samuel+wood&andtext=&dateFilterType=yearRange&page=1&sort=date
2610,henry scott,black,male,1894-05-15,1894,"jefferson, marion county, texas",tolnay-beck,32.7573626,-94.3451926,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+scott&andtext=&dateFilterType=yearRange&page=1&sort=date
2611,nero young,black,male,1894-05-15,1894,"ocala, marion county, florida",tolnay-beck,29.1871986,-82.1400923,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=nero+young&andtext=&dateFilterType=yearRange&page=1&sort=date
2612,robert evarts,black,male,1894-04-22,1894,"jamaica, glynn county, georgia",tolnay-beck,31.2518938,-81.6523294,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=robert+evarts&andtext=&dateFilterType=yearRange&page=1&sort=date
2613,john williams,black,male,1894-04-22,1894,"tuscumbia, colbert county, alabama",tolnay-beck,34.7312005,-87.70253,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+williams&andtext=&dateFilterType=yearRange&page=1&sort=date
2614,caleb gadly,black,male,1894-06-25,1894,"bowling green, warren county, kentucky",tolnay-beck,36.9903199,-86.4436018,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=caleb+gadly&andtext=&dateFilterType=yearRange&page=1&sort=date
2615,edward white,black,male,1894-06-25,1894,"hudson, lamar county, alabama",tolnay-beck,33.741518,-88.053129,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=edward+white&andtext=&dateFilterType=yearRange&page=1&sort=date
2616,will lundy,black,male,1894-07-21,1894,"kissimmee, osceola county, florida",tolnay-beck,28.2782758,-81.39828424712871,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=will+lundy&andtext=&dateFilterType=yearRange&page=1&sort=date
2617,vance mcclure,black,male,1894-07-21,1894,"new iberia, iberia parish, louisiana",tolnay-beck,30.0035365,-91.8187285,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=vance+mcclure&andtext=&dateFilterType=yearRange&page=1&sort=date
2618,william griffith,black,male,1894-07-19,1894,"woodville, tyler county, texas",tolnay-beck,30.7770894,-94.4185051,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+griffith&andtext=&dateFilterType=yearRange&page=1&sort=date
2619,louis laferdetta,white,male,1894-07-17,1894,"burlington, boone county, kentucky",tolnay-beck,39.02756,-84.7241133,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=louis+laferdetta&andtext=&dateFilterType=yearRange&page=1&sort=date
2620,marion howard,black,male,1894-07-16,1894,"scottsville, allen county, kentucky",tolnay-beck,36.7533781,-86.1905424,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=marion+howard&andtext=&dateFilterType=yearRange&page=1&sort=date
2621,edwin traughber,white,male,1894-07-15,1894,"adairville, logan county, kentucky",tolnay-beck,36.6673452,-86.8526657,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=edwin+traughber&andtext=&dateFilterType=yearRange&page=1&sort=date
2622,william bell,black,male,1894-07-14,1894,"dickson county, tennessee",tolnay-beck,36.1459327,-87.3480592,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+bell&andtext=&dateFilterType=yearRange&page=1&sort=date
2623,walter glover,black,male,1894-05-20,1894,"pratt city, jefferson county, alabama",tolnay-beck,33.5401055,-86.8688808,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=walter+glover&andtext=&dateFilterType=yearRange&page=1&sort=date
2624,charles marie,black,male,1894-07-14,1894,"biloxi, harrison county, mississippi",tolnay-beck,30.4007626,-88.8893818,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+marie&andtext=&dateFilterType=yearRange&page=1&sort=date
2625,charles roundtree,black,male,1894-07-07,1894,"irwin county, georgia",tolnay-beck,31.5730108,-83.2624513,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+roundtree&andtext=&dateFilterType=yearRange&page=1&sort=date
2626,jim bell,black,male,1894-07-06,1894,"cheatham county, tennessee",tolnay-beck,36.2444954,-87.0967857,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jim+bell&andtext=&dateFilterType=yearRange&page=1&sort=date
2627,george pond,black,male,1894-07-04,1894,"fulton, itawamba county, mississippi",tolnay-beck,34.2739933,-88.4092133,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+pond&andtext=&dateFilterType=yearRange&page=1&sort=date
2628,frank b hood,black,male,1894-07-03,1894,"liberty, amite county, mississippi",tolnay-beck,31.1580261,-90.8089848,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+b+hood&andtext=&dateFilterType=yearRange&page=1&sort=date
2629,lewis bankhead,black,male,1894-06-30,1894,"cooper, chilton county, alabama",tolnay-beck,32.7751276,-86.5455347,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lewis+bankhead&andtext=&dateFilterType=yearRange&page=1&sort=date
2630,george linton,black,male,1894-06-27,1894,"lincoln county, mississippi",tolnay-beck,31.4885409,-90.4480916,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+linton&andtext=&dateFilterType=yearRange&page=1&sort=date
2631,james a nelson,black,male,1894-07-07,1894,"abbeville county, south carolina",tolnay-beck,34.2264946,-82.4364036,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+a+nelson&andtext=&dateFilterType=yearRange&page=1&sort=date
2632,william tyler,black,male,1894-07-26,1894,"carlisle, nicholas county, kentucky",tolnay-beck,38.3120197,-84.027427,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+tyler&andtext=&dateFilterType=yearRange&page=1&sort=date
2633,william brooks,black,male,1894-05-20,1894,"palestine, st. francis county, arkansas",tolnay-beck,34.9719871,-90.9035586,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+brooks&andtext=&dateFilterType=yearRange&page=1&sort=date
2634,jh webster,white,male,1894-05-21,1894,"forrest city, st. francis county, arkansas",tolnay-beck,35.0081474,-90.7898342,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jh+webster&andtext=&dateFilterType=yearRange&page=1&sort=date
2635,james allen,black,male,1894-12-20,1894,"brownsville, haywood county, tennessee",seguin-rigby,35.5939671,-89.262291,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+allen&andtext=&dateFilterType=yearRange&page=1&sort=date
2636,jackson crews,white,male,1894-04-14,1894,"gainesville, cooke county, texas",seguin-rigby,33.6258504,-97.1332963,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jackson+crews&andtext=&dateFilterType=yearRange&page=1&sort=date
2637,wm griffith,black,male,1894-07-20,1894,"woodville, tyler county, texas",seguin-rigby,30.7770894,-94.4185051,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=wm+griffith&andtext=&dateFilterType=yearRange&page=1&sort=date
2638,henry gibson,black,male,1894-10-08,1894,"fairfield, mills county, texas",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+gibson&andtext=&dateFilterType=yearRange&page=1&sort=date
2639,a pikkarien,white,male,1894-06-06,1894,"douglas county, wisconsin",seguin-rigby,46.4396038,-91.9059158,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=a+pikkarien&andtext=&dateFilterType=yearRange&page=1&sort=date
2640,anderson holliday,black,male,1894-08-01,1894,"elkhorn, mcdowell county, west virginia",seguin-rigby,37.3856708,-81.4109363,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1894&date2=1895&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=anderson+holliday&andtext=&dateFilterType=yearRange&page=1&sort=date
